job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB06828,Fleet Coordinator,Lanmei Airlines,Transportation,Siem Reap,Internship,Entry Level,307,945,"Accounting, Social Media, Teamwork, Digital Marketing, Khmer, French",English,Bachelor,2025-08-15,True,We are seeking a talented Fleet Coordinator to join Lanmei Airlines. This position offers competitive salary and benefits in Transportation.
JOB06829,Inventory Coordinator,Lucky Supermarket,Retail,Sihanoukville,Contract,Mid Level,431,2104,"Python, Leadership, Communication","Khmer, English, Chinese",None,2025-10-15,False,We are seeking a talented Inventory Coordinator to join Lucky Supermarket. This position offers competitive salary and benefits in Retail.
JOB06830,Visual Merchandiser,Chip Mong Retail,Retail,Kampong Cham,Part-time,Executive,2042,5012,"Leadership, Data Analysis, Project Management, Time Management, Communication, SQL","Khmer, English",None,2025-11-11,True,We are seeking a talented Visual Merchandiser to join Chip Mong Retail. This position offers competitive salary and benefits in Retail.
JOB06831,QA Engineer,Slash,IT/Software,Phnom Penh,Contract,Entry Level,216,1143,"Java, Video Editing, Chinese, Teamwork, Photography","Khmer, English",Diploma,2025-08-22,True,We are seeking a talented QA Engineer to join Slash. This position offers competitive salary and benefits in IT/Software.
JOB06832,Driver,Cambodia Post,Transportation,Kampong Speu,Full-time,Mid Level,846,1986,"Excel, SQL, PHP, Driving License, SEO",English,Master,2025-11-17,False,We are seeking a talented Driver to join Cambodia Post. This position offers competitive salary and benefits in Transportation.
JOB06833,Dispatcher,Sorya Transport,Transportation,Prey Veng,Full-time,Executive,2913,6626,"Project Management, Node.js, Photography, Accounting",English,High School,2025-10-18,True,We are seeking a talented Dispatcher to join Sorya Transport. This position offers competitive salary and benefits in Transportation.
JOB06834,Site Engineer,Muhibbah Engineering,Construction,Kampong Cham,Contract,Mid Level,565,2295,"Microsoft Office, English, Adobe Photoshop, Adobe Illustrator","Khmer, English, French",Diploma,2025-11-30,True,We are seeking a talented Site Engineer to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB06835,Store Manager,Bayon Market,Retail,Siem Reap,Full-time,Executive,2773,9536,"Project Management, Microsoft Office, Python","Khmer, English",Diploma,2025-10-27,True,We are seeking a talented Store Manager to join Bayon Market. This position offers competitive salary and benefits in Retail.
JOB06836,Librarian,Western International School,Education,Siem Reap,Contract,Senior,1417,3961,"Photography, Adobe Illustrator, Customer Service","Khmer, English, Chinese",None,2025-11-20,True,We are seeking a talented Librarian to join Western International School. This position offers competitive salary and benefits in Education.
JOB06837,Logistics Coordinator,Little Fashion Cambodia,E-commerce,Phnom Penh,Contract,Senior,1073,4499,"French, Communication, JavaScript, HTML/CSS","Khmer, English, Chinese",None,2025-10-21,False,We are seeking a talented Logistics Coordinator to join Little Fashion Cambodia. This position offers competitive salary and benefits in E-commerce.
JOB06838,Loan Officer,Canadia Bank,Banking/Finance,Sihanoukville,Full-time,Senior,1652,3342,"PHP, Khmer, Communication, JavaScript","Khmer, English",None,2025-11-23,True,We are seeking a talented Loan Officer to join Canadia Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB06839,Journalist,Bayon TV,Media/Advertising,Sihanoukville,Part-time,Executive,3157,6025,"SQL, Problem Solving, React, HTML/CSS",Khmer,Diploma,2025-10-16,True,We are seeking a talented Journalist to join Bayon TV. This position offers competitive salary and benefits in Media/Advertising.
JOB06840,Sales Associate,Parkway Square,Retail,Takeo,Full-time,Senior,1390,4530,"Leadership, Problem Solving, PHP, Video Editing, Data Analysis, PowerPoint","Khmer, English",PhD,2025-11-09,False,We are seeking a talented Sales Associate to join Parkway Square. This position offers competitive salary and benefits in Retail.
JOB06841,Project Manager,CITIC Construction,Construction,Phnom Penh,Internship,Executive,2584,5457,"English, Data Analysis, Accounting",Khmer,Master,2025-10-24,True,We are seeking a talented Project Manager to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB06842,Agricultural Technician,Cambodia Rice Federation,Agriculture,Prey Veng,Full-time,Mid Level,804,1607,"PHP, JavaScript, Photography, Accounting",Khmer,Diploma,2025-09-11,True,We are seeking a talented Agricultural Technician to join Cambodia Rice Federation. This position offers competitive salary and benefits in Agriculture.
JOB06843,Leasing Officer,Vattanac Properties,Real Estate,Kampong Chhnang,Full-time,Executive,2335,6346,"Teamwork, SEO, Excel, Adobe Illustrator, Problem Solving, Social Media",Khmer,High School,2025-09-16,True,We are seeking a talented Leasing Officer to join Vattanac Properties. This position offers competitive salary and benefits in Real Estate.
JOB06844,Finance Officer,UNICEF Cambodia,NGO/Non-Profit,Kampong Speu,Internship,Senior,1160,4527,"Accounting, Driving License, Time Management, Customer Service, Java",English,High School,2025-08-12,True,We are seeking a talented Finance Officer to join UNICEF Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06845,Relationship Manager,Sathapana Limited,Banking/Finance,Battambang,Contract,Senior,1973,3482,"Communication, SEO, Customer Service, Photography, Java, JavaScript","Khmer, English, Chinese",High School,2025-10-02,True,We are seeking a talented Relationship Manager to join Sathapana Limited. This position offers competitive salary and benefits in Banking/Finance.
JOB06846,Driver,Mekong Express,Transportation,Kampong Cham,Part-time,Executive,3065,7520,"HTML/CSS, SQL, Photography, Problem Solving, Social Media","Khmer, English, French",Bachelor,2025-11-27,True,We are seeking a talented Driver to join Mekong Express. This position offers competitive salary and benefits in Transportation.
JOB06847,Safety Officer,CPP Construction,Construction,Phnom Penh,Full-time,Entry Level,256,861,"SEO, PowerPoint, Driving License",English,None,2025-08-25,True,We are seeking a talented Safety Officer to join CPP Construction. This position offers competitive salary and benefits in Construction.
JOB06848,Leasing Officer,ING City,Real Estate,Prey Veng,Part-time,Mid Level,760,2365,"Adobe Photoshop, Video Editing, Photography, Communication, Chinese","Khmer, English",Bachelor,2025-11-10,False,We are seeking a talented Leasing Officer to join ING City. This position offers competitive salary and benefits in Real Estate.
JOB06849,System Administrator,Pi Pay,IT/Software,Kampong Speu,Internship,Entry Level,314,696,"Adobe Photoshop, Digital Marketing, Khmer, Python, Photography, Problem Solving","Khmer, English, French",Diploma,2025-09-14,True,We are seeking a talented System Administrator to join Pi Pay. This position offers competitive salary and benefits in IT/Software.
JOB06850,Line Leader,Worldbridge Garment Manufacturing,Manufacturing,Kampong Cham,Part-time,Mid Level,934,1629,"Teamwork, English, React","Khmer, English",Bachelor,2025-08-31,False,We are seeking a talented Line Leader to join Worldbridge Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06851,Social Media Manager,MYTV,Media/Advertising,Battambang,Full-time,Senior,1860,3704,"French, Time Management, Accounting, Java","Khmer, English",None,2025-08-23,False,We are seeking a talented Social Media Manager to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB06852,Financial Analyst,Cambodian Securities Exchange,Banking/Finance,Kampong Cham,Part-time,Entry Level,281,1064,"Accounting, HTML/CSS, Customer Service, Excel",Khmer,Diploma,2025-09-17,True,We are seeking a talented Financial Analyst to join Cambodian Securities Exchange. This position offers competitive salary and benefits in Banking/Finance.
JOB06853,Real Estate Agent,Chip Mong Land,Real Estate,Kampong Speu,Internship,Executive,2742,6528,"Project Management, Chinese, Node.js, SEO","Khmer, English, French",PhD,2025-08-19,True,We are seeking a talented Real Estate Agent to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
JOB06854,Medical Assistant,Naga Clinic,Healthcare,Kampong Speu,Part-time,Senior,1159,2881,"SQL, Leadership, HTML/CSS, Java, React, Digital Marketing","Khmer, English, Chinese",PhD,2025-11-29,True,We are seeking a talented Medical Assistant to join Naga Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06855,Farm Manager,Soma Group,Agriculture,Kampong Speu,Contract,Mid Level,524,1217,"Driving License, Social Media, Data Analysis, Digital Marketing, PowerPoint, Customer Service",Khmer,Master,2025-09-09,True,We are seeking a talented Farm Manager to join Soma Group. This position offers competitive salary and benefits in Agriculture.
JOB06856,Doctor,Royal Phnom Penh Hospital,Healthcare,Prey Veng,Part-time,Mid Level,907,1628,"Chinese, Khmer, Adobe Photoshop, Video Editing, Photography, Microsoft Office",Khmer,Diploma,2025-09-28,True,We are seeking a talented Doctor to join Royal Phnom Penh Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06857,Production Supervisor,Attwood Cambodia,Manufacturing,Takeo,Internship,Executive,3012,5060,"Driving License, React, Data Analysis, SQL, Project Management","Khmer, English, French",Bachelor,2025-10-01,True,We are seeking a talented Production Supervisor to join Attwood Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06858,Logistics Coordinator,WownowKh,E-commerce,Kampong Chhnang,Contract,Entry Level,167,661,"Communication, Social Media, Time Management, JavaScript, Java",English,Diploma,2025-09-10,True,We are seeking a talented Logistics Coordinator to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB06859,Architect,Muhibbah Engineering,Construction,Kampong Chhnang,Internship,Entry Level,302,521,"French, Video Editing, Java","Khmer, English, Chinese",None,2025-10-25,True,We are seeking a talented Architect to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB06860,E-commerce Manager,Khmer24,E-commerce,Kampong Thom,Internship,Executive,2502,9500,"PHP, Photography, Project Management, Khmer",Khmer,PhD,2025-11-26,True,We are seeking a talented E-commerce Manager to join Khmer24. This position offers competitive salary and benefits in E-commerce.
JOB06861,Site Engineer,CITIC Construction,Construction,Prey Veng,Part-time,Mid Level,623,2114,"PowerPoint, Adobe Illustrator, Communication, Adobe Photoshop, Customer Service","Khmer, English",Bachelor,2025-10-15,True,We are seeking a talented Site Engineer to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB06862,Health Administrator,Sunrise Japan Hospital,Healthcare,Phnom Penh,Full-time,Entry Level,262,715,"PHP, Teamwork, Data Analysis",English,PhD,2025-09-14,True,We are seeking a talented Health Administrator to join Sunrise Japan Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06863,Data Analyst,Bongloy,IT/Software,Kampong Thom,Contract,Executive,3277,5750,"Excel, Driving License, Java, PowerPoint, French",English,None,2025-09-14,True,We are seeking a talented Data Analyst to join Bongloy. This position offers competitive salary and benefits in IT/Software.
JOB06864,Warehouse Manager,Khmer24,E-commerce,Battambang,Full-time,Entry Level,299,748,"Time Management, Teamwork, Leadership",English,Bachelor,2025-10-21,True,We are seeking a talented Warehouse Manager to join Khmer24. This position offers competitive salary and benefits in E-commerce.
JOB06865,Property Manager,Chip Mong Land,Real Estate,Prey Veng,Full-time,Entry Level,257,698,"Photography, PHP, Time Management, Python","Khmer, English, French",Diploma,2025-11-01,False,We are seeking a talented Property Manager to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
JOB06866,Sales Consultant,Vattanac Properties,Real Estate,Kampong Cham,Contract,Senior,1362,4519,"Problem Solving, Time Management, Video Editing, Leadership, JavaScript, SEO","Khmer, English",Bachelor,2025-11-01,True,We are seeking a talented Sales Consultant to join Vattanac Properties. This position offers competitive salary and benefits in Real Estate.
JOB06867,Inventory Coordinator,AEON Mall Cambodia,Retail,Siem Reap,Internship,Executive,3272,9884,"Social Media, Accounting, Video Editing, SEO, PowerPoint, Customer Service",English,Master,2025-09-23,True,We are seeking a talented Inventory Coordinator to join AEON Mall Cambodia. This position offers competitive salary and benefits in Retail.
JOB06868,Credit Officer,ACLEDA Bank Plc.,Banking/Finance,Kampong Chhnang,Contract,Entry Level,299,510,"Project Management, Leadership, Data Analysis, Java, Adobe Photoshop",English,Bachelor,2025-10-24,True,We are seeking a talented Credit Officer to join ACLEDA Bank Plc.. This position offers competitive salary and benefits in Banking/Finance.
